Customer_ID,Age,Gender,Item_Purchased,Category,Purchase_Amount_USD,Location,Size,Color,Season,Review_Rating,Subscription_Status,Shipping_Type,Discount_Applied,Promo_Code_Used,Previous_Purchases,Payment_Method,Frequency_of_Purchases,Frequency_Score,Discount_Independence,Satisfaction_Flag,Prev_Norm,Freq_Norm,Spend_Norm,Rating_Norm,Loyalty_A,Loyalty_B,Customer_Value_Score,Value_Tier,Organic_Demand_Score,Loyalty_A_Tier,Loyalty_B_Tier
1814,40,Male,Shorts,Clothing,62,Illinois,M,Olive,Spring,3.5,No,Free Shipping,No,No,24,PayPal,Weekly,52,1,Unsatisfied,0.4693877551020408,0.9999999999999999,0.525,0.40000000000000013,0.6816326530612244,0.5546938775510204,0.6033163265306122,VIP,0.7612244897959182,Champion,High Loyalty
1815,32,Male,Jeans,Clothing,92,Montana,M,White,Summer,3.8,No,Free Shipping,No,No,24,Cash,Quarterly,4,1,Unsatisfied,0.4693877551020408,0.058823529411764705,0.9000000000000001,0.52,0.30516206482593033,0.5906938775510204,0.6025810324129652,VIP,0.431812725090036,Medium Loyalty,High Loyalty
1816,51,Male,Shoes,Footwear,72,New Mexico,L,White,Winter,4.5,No,2-Day Shipping,No,No,48,Credit Card,Quarterly,4,1,Satisfied,0.9591836734693877,0.058823529411764705,0.65,0.8,0.5990396158463385,0.9195918367346938,0.6245198079231692,VIP,0.6522208883553422,Champion,Champion
1817,26,Male,Hat,Accessories,79,Virginia,M,Purple,Summer,4.0,No,Express,No,No,4,Cash,Weekly,52,1,Satisfied,0.061224489795918366,0.9999999999999999,0.7375,0.6000000000000001,0.436734693877551,0.4106122448979592,0.5871173469387755,High Value,0.5775510204081632,High Loyalty,Medium Loyalty
1818,32,Male,T-shirt,Clothing,27,Delaware,M,White,Summer,4.7,No,Free Shipping,No,No,20,Cash,Weekly,52,1,Satisfied,0.38775510204081626,0.9999999999999999,0.08750000000000002,0.8800000000000001,0.6326530612244897,0.6578775510204082,0.36007653061224487,Medium Value,0.7244897959183672,Champion,Champion
1819,58,Male,Sunglasses,Accessories,39,North Carolina,M,White,Fall,3.8,No,Express,No,No,47,Debit Card,Quarterly,4,1,Unsatisfied,0.9387755102040816,0.058823529411764705,0.23750000000000004,0.52,0.5867947178871549,0.8253877551020408,0.41214735894357746,Medium Value,0.6430372148859543,Champion,Champion
1820,51,Male,Socks,Clothing,86,Nevada,S,Peach,Spring,4.5,No,Next Day Air,No,No,50,Cash,Quarterly,4,1,Satisfied,1.0,0.058823529411764705,0.825,0.8,0.6235294117647059,0.94,0.7242647058823528,VIP,0.6705882352941177,Champion,Champion
1821,19,Male,Shirt,Clothing,94,Washington,XL,Gold,Fall,5.0,No,Express,No,No,31,PayPal,Monthly,12,1,Satisfied,0.6122448979591836,0.21568627450980393,0.925,1.0,0.4536214485794317,0.8061224489795917,0.6893107242897158,VIP,0.551000400160064,High Loyalty,Champion
1822,57,Male,Shorts,Clothing,53,Maine,M,Teal,Spring,2.8,No,Express,No,No,29,PayPal,Quarterly,4,1,Unsatisfied,0.5714285714285714,0.058823529411764705,0.4125000000000001,0.11999999999999988,0.36638655462184866,0.5217142857142857,0.3894432773109244,Medium Value,0.47773109243697476,Medium Loyalty,High Loyalty
1823,66,Male,Shirt,Clothing,85,Connecticut,S,Cyan,Summer,4.4,No,Standard,No,No,4,Cash,Annually,1,1,Satisfied,0.061224489795918366,0.0,0.8125,0.7600000000000002,0.03673469387755102,0.45861224489795926,0.4246173469387755,Medium Value,0.22755102040816327,Low Loyalty,Medium Loyalty
1824,62,Male,Socks,Clothing,50,Louisiana,L,Pink,Fall,4.7,No,Free Shipping,No,No,40,Bank Transfer,Fortnightly,26,1,Satisfied,0.7959183673469387,0.49019607843137253,0.375,0.8800000000000001,0.6736294517807122,0.8619591836734692,0.5243147258903561,High Value,0.7297318927571028,Champion,Champion
1825,58,Male,Pants,Clothing,47,Illinois,XL,Magenta,Winter,3.8,No,Express,No,No,31,Cash,Monthly,12,1,Unsatisfied,0.6122448979591836,0.21568627450980393,0.3375,0.52,0.4536214485794317,0.6621224489795918,0.39556072428971584,Medium Value,0.551000400160064,High Loyalty,Champion
1826,23,Male,Boots,Footwear,75,South Dakota,M,Pink,Winter,4.9,No,Next Day Air,No,No,41,Credit Card,Weekly,52,1,Satisfied,0.8163265306122448,0.9999999999999999,0.6875,0.9600000000000002,0.8897959183673468,0.8961632653061224,0.7886479591836734,VIP,0.91734693877551,Champion,Champion
1827,45,Male,T-shirt,Clothing,60,Indiana,M,Turquoise,Winter,4.2,No,Express,No,No,44,Debit Card,Annually,1,1,Satisfied,0.8775510204081631,0.0,0.5,0.6800000000000002,0.5265306122448978,0.8427755102040817,0.5132653061224489,High Value,0.5948979591836734,High Loyalty,Champion
1828,20,Male,T-shirt,Clothing,36,Vermont,S,Pink,Spring,4.9,No,2-Day Shipping,No,No,31,Bank Transfer,Weekly,52,1,Satisfied,0.6122448979591836,0.9999999999999999,0.2,0.9600000000000002,0.7673469387755101,0.7941224489795917,0.483673469387755,High Value,0.8255102040816324,Champion,Champion
1829,33,Male,Coat,Outerwear,80,New Hampshire,L,Gray,Spring,3.9,No,Express,No,No,45,Cash,Quarterly,4,1,Unsatisfied,0.8979591836734693,0.058823529411764705,0.75,0.56,0.5623049219687875,0.8169795918367346,0.6561524609843936,VIP,0.6246698679471788,High Loyalty,Champion
1830,30,Male,Hat,Accessories,96,Oregon,M,White,Spring,4.9,No,2-Day Shipping,No,No,50,Credit Card,Quarterly,4,1,Satisfied,1.0,0.058823529411764705,0.9500000000000002,0.9600000000000002,0.6235294117647059,0.988,0.786764705882353,VIP,0.6705882352941177,Champion,Champion
1831,50,Male,Sunglasses,Accessories,80,Kansas,M,Blue,Winter,4.8,No,Express,No,No,7,Venmo,Annually,1,1,Satisfied,0.12244897959183673,0.0,0.75,0.9199999999999999,0.07346938775510203,0.5372244897959184,0.411734693877551,Medium Value,0.25510204081632654,Low Loyalty,High Loyalty
1832,62,Male,Blouse,Clothing,71,Maine,M,Cyan,Summer,3.3,No,Free Shipping,No,No,5,Bank Transfer,Quarterly,4,1,Unsatisfied,0.08163265306122448,0.058823529411764705,0.6375000000000001,0.32000000000000006,0.07250900360144058,0.3368163265306123,0.35500450180072035,Medium Value,0.25732292917166866,Low Loyalty,Low Loyalty
1833,69,Male,Jewelry,Accessories,29,Louisiana,M,Blue,Fall,4.6,No,Free Shipping,No,No,48,Cash,Monthly,12,1,Satisfied,0.9591836734693877,0.21568627450980393,0.11250000000000004,0.8399999999999999,0.6617847138855542,0.9315918367346938,0.3871423569427771,Medium Value,0.707122849139656,Champion,Champion
1834,34,Male,Jewelry,Accessories,53,Louisiana,M,Yellow,Spring,4.5,No,2-Day Shipping,No,No,19,PayPal,Fortnightly,26,1,Satisfied,0.36734693877551017,0.49019607843137253,0.4125000000000001,0.8,0.4164865946378551,0.623673469387755,0.4144932973189276,Medium Value,0.53687474989996,Medium Loyalty,High Loyalty
1835,49,Male,Skirt,Clothing,35,Indiana,M,Charcoal,Summer,4.1,No,2-Day Shipping,No,No,39,Venmo,Fortnightly,26,1,Satisfied,0.7755102040816325,0.49019607843137253,0.1875,0.6399999999999999,0.6613845538215285,0.7797551020408162,0.42444227691076425,Medium Value,0.7205482192877151,Champion,Champion
1836,65,Male,Scarf,Accessories,75,Kentucky,M,Lavender,Fall,3.2,No,2-Day Shipping,No,No,45,Credit Card,Quarterly,4,1,Unsatisfied,0.8979591836734693,0.058823529411764705,0.6875,0.28000000000000025,0.5623049219687875,0.7329795918367348,0.6249024609843936,VIP,0.6246698679471788,High Loyalty,Champion
1837,66,Male,Pants,Clothing,52,South Carolina,M,Teal,Fall,4.2,No,2-Day Shipping,No,No,35,Credit Card,Monthly,12,1,Satisfied,0.693877551020408,0.21568627450980393,0.4,0.6800000000000002,0.5026010404161664,0.7509387755102042,0.45130052020808326,Medium Value,0.587735094037615,High Loyalty,Champion
1838,41,Male,Hat,Accessories,77,Montana,M,Beige,Winter,4.8,No,Free Shipping,No,No,8,Venmo,Monthly,12,1,Satisfied,0.14285714285714285,0.21568627450980393,0.7125,0.9199999999999999,0.17198879551820728,0.5474285714285714,0.4422443977591037,Medium Value,0.3397759103641457,Low Loyalty,High Loyalty
1839,37,Male,Gloves,Accessories,24,Vermont,L,Blue,Fall,4.1,No,Next Day Air,No,No,11,Credit Card,Quarterly,4,1,Satisfied,0.2040816326530612,0.058823529411764705,0.050000000000000044,0.6399999999999999,0.14597839135654261,0.4940408163265306,0.09798919567827132,Low Value,0.3124249699879952,Low Loyalty,Medium Loyalty
1840,32,Male,Shirt,Clothing,78,Mississippi,XL,Purple,Winter,3.7,No,Store Pickup,No,No,32,Cash,Annually,1,1,Unsatisfied,0.6326530612244897,0.0,0.7250000000000001,0.4800000000000002,0.3795918367346938,0.660326530612245,0.5522959183673469,High Value,0.4846938775510204,Medium Loyalty,Champion
1841,42,Male,Sandals,Footwear,98,Wyoming,M,Gold,Winter,2.6,No,Store Pickup,No,No,46,Bank Transfer,Quarterly,4,1,Unsatisfied,0.9183673469387754,0.058823529411764705,0.9750000000000001,0.040000000000000036,0.5745498199279712,0.6711836734693877,0.7747749099639856,VIP,0.6338535414165666,High Loyalty,Champion
1842,31,Male,Socks,Clothing,57,Vermont,L,Blue,Winter,3.0,No,Standard,No,No,7,PayPal,Quarterly,4,1,Unsatisfied,0.12244897959183673,0.058823529411764705,0.4625,0.20000000000000018,0.09699879951980792,0.32122448979591844,0.279749399759904,Low Value,0.27569027611044417,Low Loyalty,Low Loyalty
1843,61,Male,Handbag,Accessories,78,Alabama,M,Black,Summer,4.4,No,Express,No,No,1,Debit Card,Annually,1,1,Satisfied,0.0,0.0,0.7250000000000001,0.7600000000000002,0.0,0.42800000000000005,0.36250000000000004,Medium Value,0.2,Low Loyalty,Medium Loyalty
1844,36,Male,Jacket,Outerwear,76,Kentucky,M,Charcoal,Fall,4.7,No,Next Day Air,No,No,32,Credit Card,Monthly,12,1,Satisfied,0.6326530612244897,0.21568627450980393,0.7000000000000001,0.8800000000000001,0.4658663465386154,0.7803265306122449,0.5829331732693077,High Value,0.5601840736294518,High Loyalty,Champion
1845,60,Male,Shorts,Clothing,26,South Dakota,M,Purple,Spring,2.7,No,2-Day Shipping,No,No,31,Credit Card,Annually,1,1,Unsatisfied,0.6122448979591836,0.0,0.07500000000000001,0.08000000000000007,0.3673469387755101,0.5301224489795918,0.22117346938775506,Low Value,0.47551020408163264,Medium Loyalty,High Loyalty
1846,51,Male,Sandals,Footwear,78,Delaware,M,Orange,Winter,2.8,No,2-Day Shipping,No,No,39,Bank Transfer,Quarterly,4,1,Unsatisfied,0.7755102040816325,0.058823529411764705,0.7250000000000001,0.11999999999999988,0.4888355342136854,0.6237551020408163,0.6069177671068426,VIP,0.5695678271308523,High Loyalty,High Loyalty
1847,68,Male,Scarf,Accessories,53,Wisconsin,M,Yellow,Summer,2.9,No,Standard,No,No,9,Venmo,Quarterly,4,1,Unsatisfied,0.16326530612244897,0.058823529411764705,0.4125000000000001,0.15999999999999992,0.12148859543817526,0.32963265306122447,0.26699429771908767,Low Value,0.2940576230492197,Low Loyalty,Low Loyalty
1848,46,Male,Sandals,Footwear,100,Arizona,XL,Cyan,Summer,4.4,No,Free Shipping,No,No,49,Credit Card,Weekly,52,1,Satisfied,0.9795918367346937,0.9999999999999999,1.0,0.7600000000000002,0.9877551020408162,0.917795918367347,0.9938775510204081,VIP,0.990816326530612,Champion,Champion
1849,19,Male,Jeans,Clothing,73,Maine,XL,Yellow,Winter,2.7,No,Express,No,No,34,Cash,Quarterly,4,1,Unsatisfied,0.673469387755102,0.058823529411764705,0.6625000000000001,0.08000000000000007,0.4276110444177671,0.560734693877551,0.5450555222088835,High Value,0.5236494597839135,Medium Loyalty,High Loyalty
1850,30,Male,Skirt,Clothing,40,New Mexico,M,Maroon,Winter,4.5,No,Store Pickup,No,No,35,Bank Transfer,Monthly,12,1,Satisfied,0.693877551020408,0.21568627450980393,0.25,0.8,0.5026010404161664,0.786938775510204,0.3763005202080832,Medium Value,0.587735094037615,High Loyalty,Champion
1851,51,Male,Gloves,Accessories,76,Wyoming,S,Black,Winter,2.8,No,Store Pickup,No,No,50,Debit Card,Weekly,52,1,Unsatisfied,1.0,0.9999999999999999,0.7000000000000001,0.11999999999999988,1.0,0.736,0.85,VIP,1.0,Champion,Champion
1852,28,Male,Skirt,Clothing,80,Delaware,S,Lavender,Fall,3.1,No,Free Shipping,No,No,4,Bank Transfer,Fortnightly,26,1,Unsatisfied,0.061224489795918366,0.49019607843137253,0.75,0.2400000000000002,0.23281312525010003,0.30261224489795924,0.49140656262505,High Value,0.39911964785914367,Low Loyalty,Low Loyalty
1853,41,Male,Sweater,Clothing,80,Pennsylvania,XL,Violet,Winter,3.8,No,Store Pickup,No,No,32,Cash,Weekly,52,1,Unsatisfied,0.6326530612244897,0.9999999999999999,0.75,0.52,0.7795918367346938,0.6723265306122448,0.7647959183673468,VIP,0.8346938775510202,Champion,Champion
1854,29,Male,Blouse,Clothing,67,North Dakota,XL,Olive,Spring,2.9,No,Express,No,No,11,PayPal,Fortnightly,26,1,Unsatisfied,0.2040816326530612,0.49019607843137253,0.5875,0.15999999999999992,0.31852741096438575,0.3500408163265306,0.4530137054821929,Medium Value,0.4634053621448579,Medium Loyalty,Low Loyalty
1855,25,Male,Sweater,Clothing,61,Kentucky,M,Teal,Spring,3.8,No,Express,No,No,49,Credit Card,Annually,1,1,Unsatisfied,0.9795918367346937,0.0,0.5125000000000001,0.52,0.5877551020408163,0.8457959183673469,0.5501275510204082,High Value,0.6408163265306122,Champion,Champion
1856,60,Male,Shirt,Clothing,76,Rhode Island,XL,Teal,Spring,4.7,No,Standard,No,No,9,Cash,Annually,1,1,Satisfied,0.16326530612244897,0.0,0.7000000000000001,0.8800000000000001,0.09795918367346938,0.5456326530612245,0.3989795918367347,Medium Value,0.27346938775510204,Low Loyalty,High Loyalty
1857,63,Male,Jewelry,Accessories,55,Arizona,XL,Beige,Summer,3.2,No,Free Shipping,No,No,30,PayPal,Fortnightly,26,1,Unsatisfied,0.5918367346938774,0.49019607843137253,0.4375,0.28000000000000025,0.5511804721888754,0.5799183673469388,0.4943402360944377,High Value,0.6378951580632253,High Loyalty,High Loyalty
1858,51,Male,T-shirt,Clothing,85,Colorado,L,Maroon,Summer,4.0,No,Next Day Air,No,No,33,Cash,Monthly,12,1,Satisfied,0.6530612244897959,0.21568627450980393,0.8125,0.6000000000000001,0.4781112444977991,0.706530612244898,0.6453056222488995,VIP,0.5693677470988395,High Loyalty,Champion
1859,22,Male,Scarf,Accessories,69,Maine,S,Peach,Spring,4.9,No,2-Day Shipping,No,No,8,Debit Card,Annually,1,1,Satisfied,0.14285714285714285,0.0,0.6125,0.9600000000000002,0.0857142857142857,0.5594285714285714,0.3491071428571429,Medium Value,0.2642857142857143,Low Loyalty,High Loyalty
1860,54,Male,Belt,Accessories,26,New Jersey,L,Beige,Summer,3.7,No,Store Pickup,No,No,29,Debit Card,Fortnightly,26,1,Unsatisfied,0.5714285714285714,0.49019607843137253,0.07500000000000001,0.4800000000000002,0.5389355742296918,0.6297142857142857,0.3069677871148459,Low Value,0.6287114845938375,High Loyalty,High Loyalty
1861,18,Male,T-shirt,Clothing,64,Kansas,M,Silver,Summer,4.8,No,Next Day Air,No,No,4,Credit Card,Monthly,12,1,Satisfied,0.061224489795918366,0.21568627450980393,0.55,0.9199999999999999,0.1230092036814726,0.5066122448979591,0.33650460184073633,Medium Value,0.30304121648659466,Low Loyalty,Medium Loyalty
1862,29,Male,Sneakers,Footwear,60,South Dakota,S,Peach,Fall,3.6,No,Standard,No,No,19,Debit Card,Monthly,12,1,Unsatisfied,0.36734693877551017,0.21568627450980393,0.5,0.44000000000000017,0.3066826730692277,0.5156734693877552,0.40334133653461385,Medium Value,0.44079631852741097,Medium Loyalty,High Loyalty
1863,59,Male,Gloves,Accessories,36,New Hampshire,M,Turquoise,Winter,4.6,No,Express,No,No,10,PayPal,Fortnightly,26,1,Satisfied,0.18367346938775508,0.49019607843137253,0.2,0.8399999999999999,0.30628251300520204,0.5438367346938775,0.25314125650260105,Low Value,0.45422168867547014,Medium Loyalty,High Loyalty
1864,25,Male,Sandals,Footwear,21,Connecticut,L,Orange,Spring,4.3,No,2-Day Shipping,No,No,39,Debit Card,Monthly,12,1,Satisfied,0.7755102040816325,0.21568627450980393,0.012500000000000011,0.72,0.5515806322529011,0.8037551020408162,0.28204031612645053,Low Value,0.624469787915166,High Loyalty,Champion
1865,19,Male,Backpack,Accessories,72,Wyoming,S,Cyan,Fall,3.2,No,2-Day Shipping,No,No,21,Venmo,Quarterly,4,1,Unsatisfied,0.4081632653061224,0.058823529411764705,0.65,0.28000000000000025,0.2684273709483793,0.4880816326530613,0.45921368547418967,Medium Value,0.4042617046818727,Medium Loyalty,Medium Loyalty
1866,56,Male,Pants,Clothing,62,Missouri,S,Silver,Summer,3.8,No,Store Pickup,No,No,12,Bank Transfer,Monthly,12,1,Unsatisfied,0.22448979591836735,0.21568627450980393,0.525,0.52,0.220968387354942,0.46824489795918367,0.372984193677471,Medium Value,0.3765106042416967,Low Loyalty,Medium Loyalty
1867,31,Male,T-shirt,Clothing,44,Alaska,XL,Gold,Winter,4.2,No,Standard,No,No,9,Credit Card,Fortnightly,26,1,Satisfied,0.16326530612244897,0.49019607843137253,0.30000000000000004,0.6800000000000002,0.2940376150460184,0.48563265306122455,0.29701880752300924,Low Value,0.44503801520608244,Medium Loyalty,Medium Loyalty
1868,45,Male,Skirt,Clothing,52,Delaware,M,Brown,Fall,3.4,No,2-Day Shipping,No,No,20,Venmo,Quarterly,4,1,Unsatisfied,0.38775510204081626,0.058823529411764705,0.4,0.3600000000000001,0.2561824729891956,0.5018775510204081,0.32809123649459787,Medium Value,0.39507803121248497,Low Loyalty,Medium Loyalty
1869,23,Male,Gloves,Accessories,58,Indiana,M,Silver,Spring,4.7,No,Next Day Air,No,No,44,Cash,Fortnightly,26,1,Satisfied,0.8775510204081631,0.49019607843137253,0.4750000000000001,0.8800000000000001,0.7226090436174468,0.9027755102040815,0.5988045218087235,VIP,0.7664665866346538,Champion,Champion
1870,18,Male,Blouse,Clothing,77,West Virginia,S,Beige,Spring,3.9,No,2-Day Shipping,No,No,16,Debit Card,Quarterly,4,1,Unsatisfied,0.3061224489795918,0.058823529411764705,0.7125,0.56,0.20720288115246094,0.5210612244897959,0.4598514405762305,High Value,0.35834333733493395,Low Loyalty,High Loyalty
1871,43,Male,Blouse,Clothing,99,Wyoming,L,Violet,Spring,4.3,No,Store Pickup,No,No,27,Debit Card,Fortnightly,26,1,Satisfied,0.5306122448979591,0.49019607843137253,0.9875,0.72,0.5144457783113244,0.6813061224489796,0.7509728891556623,VIP,0.610344137655062,High Loyalty,Champion
1872,56,Male,Jeans,Clothing,96,Illinois,XL,Violet,Fall,2.7,No,Standard,No,No,14,Cash,Quarterly,4,1,Unsatisfied,0.26530612244897955,0.058823529411764705,0.9500000000000002,0.08000000000000007,0.1827130852340936,0.3566530612244898,0.5663565426170468,High Value,0.33997599039615845,Low Loyalty,Low Loyalty
1873,43,Male,T-shirt,Clothing,64,Alaska,M,Lavender,Summer,4.6,No,Standard,No,No,24,Credit Card,Monthly,12,1,Satisfied,0.4693877551020408,0.21568627450980393,0.55,0.8399999999999999,0.3679071628651461,0.6866938775510203,0.4589535814325731,Medium Value,0.48671468587434974,Medium Loyalty,Champion
1874,64,Male,Sweater,Clothing,44,Wisconsin,XL,Red,Fall,2.9,No,Express,No,No,49,Bank Transfer,Weekly,52,1,Unsatisfied,0.9795918367346937,0.9999999999999999,0.30000000000000004,0.15999999999999992,0.9877551020408162,0.7377959183673468,0.6438775510204081,VIP,0.990816326530612,Champion,Champion
1875,67,Male,Pants,Clothing,33,Indiana,L,Purple,Fall,3.6,No,Free Shipping,No,No,14,Cash,Weekly,52,1,Unsatisfied,0.26530612244897955,0.9999999999999999,0.16250000000000003,0.44000000000000017,0.5591836734693877,0.46465306122448985,0.36084183673469383,Medium Value,0.6693877551020407,High Loyalty,Medium Loyalty
1876,63,Male,Boots,Footwear,71,Tennessee,M,Brown,Winter,3.9,No,Next Day Air,No,No,6,Credit Card,Quarterly,4,1,Unsatisfied,0.10204081632653061,0.058823529411764705,0.6375000000000001,0.56,0.08475390156062425,0.41902040816326536,0.36112695078031215,Medium Value,0.2665066026410564,Low Loyalty,Medium Loyalty
1877,54,Male,Skirt,Clothing,36,Illinois,M,Gray,Fall,2.6,No,Standard,No,No,20,Venmo,Quarterly,4,1,Unsatisfied,0.38775510204081626,0.058823529411764705,0.2,0.040000000000000036,0.2561824729891956,0.4058775510204081,0.22809123649459784,Low Value,0.39507803121248497,Low Loyalty,Medium Loyalty
1878,69,Male,Gloves,Accessories,62,Pennsylvania,L,Pink,Fall,3.6,No,Express,No,No,3,Credit Card,Annually,1,1,Unsatisfied,0.04081632653061225,0.0,0.525,0.44000000000000017,0.02448979591836735,0.35240816326530616,0.27474489795918366,Low Value,0.21836734693877552,Low Loyalty,Low Loyalty
1879,34,Male,Socks,Clothing,29,Oklahoma,L,Magenta,Summer,3.4,No,Store Pickup,No,No,5,Credit Card,Monthly,12,1,Unsatisfied,0.08163265306122448,0.21568627450980393,0.11250000000000004,0.3600000000000001,0.13525410164065627,0.3488163265306123,0.12387705082032816,Low Value,0.3122248899559824,Low Loyalty,Low Loyalty
1880,56,Male,T-shirt,Clothing,33,Tennessee,L,Charcoal,Spring,3.5,No,Express,No,No,46,Cash,Fortnightly,26,1,Unsatisfied,0.9183673469387754,0.49019607843137253,0.16250000000000003,0.40000000000000013,0.7470988395358142,0.7791836734693878,0.45479941976790716,Medium Value,0.7848339335734293,Champion,Champion
1881,34,Male,Blouse,Clothing,33,New Jersey,L,Yellow,Fall,3.1,No,2-Day Shipping,No,No,8,Debit Card,Monthly,12,1,Unsatisfied,0.14285714285714285,0.21568627450980393,0.16250000000000003,0.2400000000000002,0.17198879551820728,0.3434285714285715,0.16724439775910366,Low Value,0.3397759103641457,Low Loyalty,Low Loyalty
1882,58,Male,Blouse,Clothing,41,New Jersey,M,Red,Winter,4.3,No,Standard,No,No,13,Cash,Fortnightly,26,1,Satisfied,0.24489795918367344,0.49019607843137253,0.26250000000000007,0.72,0.34301720688275306,0.5384489795918368,0.30275860344137656,Low Value,0.4817727090836334,Medium Loyalty,High Loyalty
1883,44,Male,Scarf,Accessories,54,Tennessee,L,Blue,Winter,5.0,No,Store Pickup,No,No,25,Bank Transfer,Quarterly,4,1,Satisfied,0.4897959183673469,0.058823529411764705,0.42500000000000004,1.0,0.31740696278511404,0.7448979591836735,0.37120348139255704,Medium Value,0.4409963985594238,Medium Loyalty,Champion
1884,25,Male,Backpack,Accessories,58,Georgia,M,Cyan,Spring,4.9,No,Store Pickup,No,No,39,Debit Card,Fortnightly,26,1,Satisfied,0.7755102040816325,0.49019607843137253,0.4750000000000001,0.9600000000000002,0.6613845538215285,0.8757551020408163,0.5681922769107643,High Value,0.7205482192877151,Champion,Champion
1885,27,Male,Shorts,Clothing,30,Arizona,S,Pink,Summer,4.3,No,Next Day Air,No,No,15,Bank Transfer,Fortnightly,26,1,Satisfied,0.28571428571428564,0.49019607843137253,0.125,0.72,0.36750700280112036,0.5588571428571428,0.24625350140056018,Low Value,0.500140056022409,Medium Loyalty,High Loyalty
1886,26,Male,Jewelry,Accessories,53,Nevada,S,Maroon,Winter,4.4,No,Standard,No,No,35,Cash,Monthly,12,1,Satisfied,0.693877551020408,0.21568627450980393,0.4125000000000001,0.7600000000000002,0.5026010404161664,0.7749387755102042,0.45755052020808323,Medium Value,0.587735094037615,High Loyalty,Champion
1887,18,Male,Gloves,Accessories,91,Arkansas,L,Beige,Spring,4.4,No,Next Day Air,No,No,46,Cash,Fortnightly,26,1,Satisfied,0.9183673469387754,0.49019607843137253,0.8875,0.7600000000000002,0.7470988395358142,0.8871836734693879,0.8172994197679071,VIP,0.7848339335734293,Champion,Champion
1888,64,Male,Hoodie,Clothing,44,North Dakota,XL,Gold,Fall,3.5,No,Express,No,No,3,PayPal,Monthly,12,1,Unsatisfied,0.04081632653061225,0.21568627450980393,0.30000000000000004,0.40000000000000013,0.11076430572228893,0.3404081632653062,0.2053821528611445,Low Value,0.2938575430172069,Low Loyalty,Low Loyalty
1889,62,Male,Hoodie,Clothing,89,South Dakota,XL,Turquoise,Winter,3.4,No,Free Shipping,No,No,48,Credit Card,Weekly,52,1,Unsatisfied,0.9591836734693877,0.9999999999999999,0.8625,0.3600000000000001,0.9755102040816326,0.7875918367346939,0.9190051020408163,VIP,0.9816326530612245,Champion,Champion
1890,59,Male,Skirt,Clothing,57,North Carolina,L,Peach,Spring,2.5,No,Next Day Air,No,No,27,Bank Transfer,Weekly,52,1,Unsatisfied,0.5306122448979591,0.9999999999999999,0.4625,0.0,0.7183673469387755,0.46530612244897956,0.5904336734693877,High Value,0.7887755102040814,Champion,Medium Loyalty
1891,36,Male,Sunglasses,Accessories,57,Hawaii,M,Lavender,Spring,3.4,No,Store Pickup,No,No,5,Credit Card,Weekly,52,1,Unsatisfied,0.08163265306122448,0.9999999999999999,0.4625,0.3600000000000001,0.44897959183673464,0.3488163265306123,0.45573979591836733,Medium Value,0.586734693877551,High Loyalty,Low Loyalty
1892,69,Male,Jewelry,Accessories,74,New Hampshire,M,Gray,Summer,2.6,No,Next Day Air,No,No,48,Debit Card,Quarterly,4,1,Unsatisfied,0.9591836734693877,0.058823529411764705,0.675,0.040000000000000036,0.5990396158463385,0.6915918367346938,0.6370198079231693,VIP,0.6522208883553422,Champion,Champion
1893,39,Male,Jacket,Outerwear,30,California,M,Blue,Fall,4.6,No,2-Day Shipping,No,No,12,Venmo,Weekly,52,1,Satisfied,0.22448979591836735,0.9999999999999999,0.125,0.8399999999999999,0.5346938775510204,0.5642448979591836,0.3298469387755102,Medium Value,0.6510204081632652,High Loyalty,High Loyalty
1894,28,Male,Dress,Clothing,20,Delaware,L,Red,Summer,3.7,No,Express,No,No,10,PayPal,Fortnightly,26,1,Unsatisfied,0.18367346938775508,0.49019607843137253,0.0,0.4800000000000002,0.30628251300520204,0.4358367346938776,0.15314125650260102,Low Value,0.45422168867547014,Medium Loyalty,Medium Loyalty
1895,42,Male,Hoodie,Clothing,90,Arizona,M,Purple,Fall,2.5,No,Free Shipping,No,No,48,Debit Card,Fortnightly,26,1,Unsatisfied,0.9591836734693877,0.49019607843137253,0.875,0.0,0.7715886354541815,0.6795918367346938,0.8232943177270907,VIP,0.8032012805122049,Champion,Champion
1896,31,Male,Jeans,Clothing,61,Washington,L,Indigo,Fall,4.5,No,Express,No,No,3,Debit Card,Monthly,12,1,Satisfied,0.04081632653061225,0.21568627450980393,0.5125000000000001,0.8,0.11076430572228893,0.46040816326530615,0.3116321528611445,Low Value,0.2938575430172069,Low Loyalty,Medium Loyalty
1897,57,Male,Sandals,Footwear,51,Nevada,M,Gold,Fall,2.9,No,Standard,No,No,19,Venmo,Monthly,12,1,Unsatisfied,0.36734693877551017,0.21568627450980393,0.38750000000000007,0.15999999999999992,0.3066826730692277,0.4316734693877551,0.3470913365346139,Medium Value,0.44079631852741097,Medium Loyalty,Medium Loyalty
1898,53,Male,Sunglasses,Accessories,97,Alaska,L,Teal,Winter,2.9,No,Free Shipping,No,No,11,Debit Card,Fortnightly,26,1,Unsatisfied,0.2040816326530612,0.49019607843137253,0.9625000000000001,0.15999999999999992,0.31852741096438575,0.3500408163265306,0.6405137054821929,VIP,0.4634053621448579,Medium Loyalty,Low Loyalty
